Title,Year,Rated,Released,Runtime,Internet Movie Database,Rotten Tomatoes,Metacritic,Metascore,imdbRating,imdbVotes,imdbID,BoxOffice,Domestic Open Gross,Num Theaters,Meta Score Cat,month,CPI @ release,CPI April 2023,New Domestic Open Gross,
Crazy^ Stupid^ Love.,2011,PG-13,29-Jul-11,118 min,7.4/10,79%,68/100,68,7.4,531890,tt1570728,84379584,19104303,3020,Medium,7,225.922,303.363,25652830.05,tt1570728
Stepmom,1998,PG-13,25-Dec-98,125 min,6.8/10,44%,58/100,58,6.8,71201,tt0120686,91137662,19142440,2358,Medium,12,163.9,303.363,35430799.42,tt0120686
The Santa Clause,1994,PG,11-Nov-94,97 min,6.5/10,73%,57/100,57,6.5,124614,tt0111070,145539357,19321992,2183,Medium,11,149.7,303.363,39155494.05,tt0111070
The Italian Job,2003,PG-13,30-May-03,111 min,7.0/10,72%,68/100,68,7,375964,tt0317740,106128601,19457944,2633,Medium,5,183.5,303.363,32167957.85,tt0317740
Argo,2012,R,12-Oct-12,120 min,7.7/10,96%,86/100,86,7.7,623603,tt1024648,136025503,19458109,3232,High,10,231.317,303.363,25518532.23,tt1024648
Another 48 Hrs.,1990,R,8-Jun-90,95 min,5.9/10,20%,23/100,23,5.9,42998,tt0099044,80818974,19475559,2721,Low,6,129.9,303.363,45482401.89,tt0099044
The Santa Clause 3: The Escape Clause,2006,G,3-Nov-06,92 min,4.8/10,17%,32/100,32,4.8,40294,tt0452681,84500122,19504038,3458,Low,11,201.5,303.363,29363788.98,tt0452681
School of Rock,2003,PG-13,3-Oct-03,109 min,7.2/10,92%,82/100,82,7.2,315348,tt0332379,81261177,19622714,2614,High,10,185,303.363,32177326.42,tt0332379
Pitch Perfect 3,2017,PG-13,22-Dec-17,93 min,5.8/10,28%,40/100,40,5.8,67228,tt4765284,104897530,19928525,3447,Low,12,246.524,303.363,24523280.21,tt4765284
Rocky IV,1985,PG,27-Nov-85,91 min,6.9/10,38%,40/100,40,6.9,215519,tt0089927,127873716,19991537,1325,Low,11,109,303.363,55639382.01,tt0089927
Julie & Julia,2009,PG-13,7-Aug-09,123 min,7.0/10,78%,66/100,66,7,123588,tt1135503,94125426,20027956,2354,Medium,8,215.834,303.363,28150063.55,tt1135503
Enemy of the State,1998,R,20-Nov-98,132 min,7.3/10,70%,67/100,67,7.3,249440,tt0120660,111549836,20038573,2393,Medium,11,164,303.363,37066839.15,tt0120660
Zookeeper,2011,PG,8-Jul-11,102 min,5.2/10,14%,30/100,30,5.2,62956,tt1222817,80360843,20065617,3482,Low,7,225.922,303.363,26943660.95,tt1222817
Entrapment,1999,PG-13,30-Apr-99,113 min,6.3/10,40%,54/100,54,6.3,119531,tt0137494,87704396,20145595,2814,Medium,4,166.2,303.363,36771529.1,tt0137494
Rambo: First Blood Part II,1985,R,22-May-85,96 min,6.5/10,33%,47/100,47,6.5,174515,tt0089880,150415432,20176217,2074,Low,5,107.3,303.363,57043035.58,tt0089880
Eight Below,2006,PG,17-Feb-06,120 min,7.3/10,73%,64/100,64,7.3,66233,tt0397313,81612565,20188176,3066,Medium,2,198.7,303.363,30822071.65,tt0397313
The Pink Panther,2006,PG,10-Feb-06,93 min,5.6/10,21%,38/100,38,5.6,89046,tt0383216,82226474,20220412,3477,Low,2,198.7,303.363,30871287.6,tt0383216
Clear and Present Danger,1994,PG-13,3-Aug-94,141 min,6.9/10,80%,74/100,74,6.9,103128,tt0109444,122187717,20348017,2378,Medium,8,149,303.363,41428426.05,tt0109444
The Upside,2017,PG-13,11-Jan-19,126 min,7.0/10,?,46/100,46,7,58731,tt1987680,108252517,20355000,3080,Low,1,242.839,303.363,25428180.26,tt1987680
Legally Blonde,2001,PG-13,13-Jul-01,96 min,6.4/10,71%,59/100,59,6.4,227716,tt0250494,96520674,20377426,2620,Medium,7,177.5,303.363,34826800.47,tt0250494
Lethal Weapon 2,1989,R,7-Jul-89,114 min,7.2/10,82%,70/100,70,7.2,181511,tt0097733,147253986,20388800,1803,Medium,7,124.4,303.363,49720317.8,tt0097733
Mrs. Doubtfire,1993,PG-13,24-Nov-93,125 min,7.1/10,70%,53/100,53,7.1,274209,tt0107614,219195243,20468847,1605,Medium,11,145.8,303.363,42589100.36,tt0107614
Baby Driver,2017,R,28-Jun-17,113 min,7.6/10,92%,86/100,86,7.6,563242,tt3890160,107825862,20553320,3226,High,6,244.955,303.363,25454131.64,tt3890160
Contact,1997,PG,11-Jul-97,150 min,7.5/10,68%,62/100,62,7.5,281778,tt0118884,100920329,20584908,1923,Medium,7,160.5,303.363,38907784.71,tt0118884
This Is the End,2013,R,12-Jun-13,107 min,6.6/10,83%,67/100,67,6.6,421425,tt1245492,101470202,20719162,3055,Medium,6,233.504,303.363,26917856.4,tt1245492
The Naked Gun 2?: The Smell of Fear,1991,PG-13,28-Jun-91,85 min,6.9/10,58%,65/100,65,6.9,116612,tt0102510,86930411,20817139,2378,Medium,6,136,303.363,46434924.55,tt0102510
Seabiscuit,2003,PG-13,25-Jul-03,140 min,7.3/10,78%,72/100,72,7.3,74838,tt0329575,120277854,20854735,1989,Medium,7,183.9,303.363,34402147.76,tt0329575
Remember the Titans,2000,PG,29-Sep-00,113 min,7.8/10,72%,48/100,48,7.8,221598,tt0210945,115719751,20905831,1865,Low,9,173.7,303.363,36511546.4,tt0210945
Journey to the Center of the Earth,2008,PG,11-Jul-08,93 min,5.8/10,61%,57/100,57,5.8,126294,tt0373051,101704370,21018141,2811,Medium,7,219.964,303.363,28987135.66,tt0373051
Valkyrie,2008,PG-13,25-Dec-08,121 min,7.1/10,62%,56/100,56,7.1,249551,tt0985699,83077833,21027007,2711,Medium,12,210.228,303.363,30342370.78,tt0985699
The Hunchback of Notre Dame,1996,G,21-Jun-96,91 min,7.0/10,71%,74/100,74,7,163019,tt0116583,100138851,21037414,2778,Medium,6,156.7,303.363,40727332.63,tt0116583
Waterworld,1995,PG-13,28-Jul-95,177 min,6.3/10,45%,56/100,56,6.3,201002,tt0114898,88246220,21171780,2268,Medium,7,152.5,303.363,42116293.09,tt0114898
Payback,1999,R,5-Feb-99,100 min,7.1/10,56%,46/100,46,7.1,141137,tt0120784,81526121,21221526,2729,Low,2,164.5,303.363,39135719.1,tt0120784
Turbo,2013,PG,17-Jul-13,96 min,6.4/10,67%,58/100,58,6.4,102689,tt1860353,83028128,21312625,3806,Medium,7,233.596,303.363,27677964.77,tt1860353
Good Boys,2019,R,16-Aug-19,90 min,6.7/10,37%,?,N/A,6.7,76380,tt6977338,83140306,21402605,3204,High,8,256.558,303.363,25307176,tt6977338
Coming to America,1988,R,29-Jun-88,117 min,7.1/10,73%,47/100,47,7.1,213618,tt0094898,128152301,21404420,2064,Low,6,118,303.363,55028042.92,tt0094898
The 40-Year-Old Virgin,2005,R,19-Aug-05,116 min,7.1/10,85%,73/100,73,7.1,448064,tt0405422,109449237,21422815,2845,Medium,8,196.4,303.363,33090068.36,tt0405422
Cruella,2021,PG-13,28-May-21,134 min,7.3/10,75%,59/100,59,7.3,243006,tt3228774,86103234,21496997,3892,Medium,5,269.195,303.363,24225537.25,tt3228774
Tammy,2014,R,2-Jul-14,97 min,4.9/10,24%,39/100,39,4.9,53059,tt2103254,84525432,21577049,3465,Low,7,238.25,303.363,27473990.83,tt2103254
Bumblebee,2018,PG-13,21-Dec-18,114 min,6.7/10,91%,66/100,66,6.7,172750,tt4701182,127195589,21654047,3550,Medium,12,251.233,303.363,26147188.71,tt4701182
My Best Friends Wedding,1997,PG-13,20-Jun-97,105 min,6.3/10,74%,50/100,50,6.3,147330,tt0119738,127120029,21678377,2134,Low,6,160.3,303.363,41025686.1,tt0119738
Cats & Dogs,2001,PG,4-Jul-01,87 min,5.1/10,53%,47/100,47,5.1,60919,tt0239395,93385515,21707617,3040,Low,7,177.5,303.363,37100213.05,tt0239395
Die Hard 2,1990,R,3-Jul-90,124 min,7.1/10,70%,67/100,67,7.1,369958,tt0099423,117540947,21744661,2507,Medium,7,130.4,303.363,50586852.72,tt0099423
RED,2010,PG-13,15-Oct-10,111 min,7.0/10,72%,60/100,60,7,314775,tt1245526,90380162,21761408,3255,Medium,10,218.711,303.363,30184151.76,tt1245526
Notting Hill,1999,PG-13,28-May-99,124 min,7.2/10,84%,68/100,68,7.2,323713,tt0125439,116089678,21811180,2747,Medium,5,166.2,303.363,39811702.76,tt0125439
Inspector Gadget,1999,PG,23-Jul-99,78 min,4.1/10,20%,36/100,36,4.1,49384,tt0141369,97403112,21889138,2814,Low,7,166.7,303.363,39834160.59,tt0141369
Road to Perdition,2002,R,12-Jul-02,117 min,7.7/10,81%,72/100,72,7.7,275183,tt0257044,104454762,22079481,1797,Medium,7,180.1,303.363,37190991.64,tt0257044
Its Complicated,2009,R,25-Dec-09,120 min,6.5/10,59%,57/100,57,6.5,95084,tt1230414,112735375,22100820,2887,Medium,12,215.949,303.363,31047011.37,tt1230414
Die Hard with a Vengeance,1995,R,19-May-95,128 min,7.6/10,?,58/100,58,7.6,395179,tt0112864,100012499,22162245,2525,Medium,5,152.2,303.363,44173489.68,tt0112864
Freaky Friday,2003,PG,6-Aug-03,97 min,6.3/10,88%,70/100,70,6.3,143610,tt0322330,110230332,22203007,2954,Medium,8,184.6,303.363,36487382.52,tt0322330
Legally Blonde 2: Red^ White & Blonde,2003,PG-13,2-Jul-03,95 min,4.7/10,36%,47/100,47,4.7,69464,tt0333780,90186328,22220670,3350,Low,7,183.9,303.363,36655405.73,tt0333780
Planes,2013,PG,9-Aug-13,91 min,5.7/10,25%,39/100,39,5.7,46698,tt1691917,90288712,22232291,3702,Low,8,233.877,303.363,28837613.34,tt1691917
Sing 2,2021,PG,22-Dec-21,110 min,7.4/10,72%,49/100,49,7.4,73693,tt6467266,162790990,22326230,3892,Low,12,278.802,303.363,24293054.25,tt6467266
The Generals Daughter,1999,R,18-Jun-99,116 min,6.4/10,21%,47/100,47,6.4,61494,tt0144214,102705852,22332053,2856,Low,6,166.2,303.363,40762446.42,tt0144214
Walk the Line,2005,PG-13,18-Nov-05,136 min,7.8/10,82%,72/100,72,7.8,256078,tt0358273,119519402,22347341,2961,Medium,11,197.6,303.363,34308483.85,tt0358273
The Patriot,2000,R,28-Jun-00,165 min,7.2/10,62%,63/100,63,7.2,281729,tt0187393,113330342,22413710,3061,Medium,6,172.4,303.363,39440198.99,tt0187393
The Social Network,2010,PG-13,1-Oct-10,120 min,7.8/10,96%,95/100,95,7.8,720932,tt1285016,96962694,22445653,2771,High,10,218.711,303.363,31133233.5,tt1285016
Life of Pi,2012,PG,21-Nov-12,127 min,7.9/10,86%,79/100,79,7.9,643098,tt0454876,124987023,22451514,2927,High,11,230.221,303.363,29584436.87,tt0454876
Heaven Is for Real,2014,PG,16-Apr-14,99 min,5.8/10,51%,47/100,47,5.8,27730,tt1929263,91443253,22522221,2417,Low,4,237.072,303.363,28819972.54,tt1929263
The Mask of Zorro,1998,PG-13,17-Jul-98,136 min,6.8/10,83%,63/100,63,6.8,190392,tt0120746,94095523,22525855,2515,Medium,7,163.2,303.363,41872003.37,tt0120746
Dick Tracy,1990,PG,15-Jun-90,105 min,6.2/10,63%,68/100,68,6.2,63608,tt0099422,103738726,22543911,2332,Medium,6,129.9,303.363,52648102.18,tt0099422
Bridge to Terabithia,2007,PG,16-Feb-07,96 min,7.2/10,85%,74/100,74,7.2,163606,tt0398808,82272442,22564612,3139,Medium,2,203.499,303.363,33637847.8,tt0398808
Unstoppable,2010,PG-13,12-Nov-10,98 min,6.8/10,87%,69/100,69,6.8,201420,tt0477080,81562942,22688457,3207,Medium,11,218.803,303.363,31456782.5,tt0477080
Mulan,1998,G,19-Jun-98,87 min,7.6/10,86%,71/100,71,7.6,297857,tt0120762,120620254,22745143,2888,Medium,6,163,303.363,42331501.94,tt0120762
The Princess Diaries,2001,G,3-Aug-01,115 min,6.4/10,49%,52/100,52,6.4,152078,tt0247638,108248956,22862269,2537,Medium,8,177.5,303.363,39073614.14,tt0247638
The Game Plan,2007,PG,28-Sep-07,110 min,6.3/10,29%,44/100,44,6.3,97006,tt0492956,90648202,22950971,3103,Low,9,208.49,303.363,33394769.13,tt0492956
The Princess Diaries 2: Royal Engagement,2004,G,11-Aug-04,113 min,5.8/10,26%,43/100,43,5.8,84163,tt0368933,95170481,22956453,3472,Low,8,189.5,303.363,36750070.98,tt0368933
Star Wars: Episode VI - Return of the Jedi,1983,PG,25-May-83,131 min,8.3/10,83%,58/100,58,8.3,1073888,tt0086190,316566101,23019618,1002,Medium,5,99.2,303.363,70396173.14,tt0086190
Smallfoot,2018,PG,28-Sep-18,96 min,6.6/10,76%,60/100,60,6.6,41129,tt6182908,83315531,23045635,4131,Medium,9,252.439,303.363,27694583.53,tt6182908
Eat Pray Love,2010,PG-13,13-Aug-10,133 min,5.8/10,36%,50/100,50,5.8,100874,tt0879870,80574010,23104523,3082,Low,8,218.312,303.363,32105690.07,tt0879870
The Mask,1994,PG-13,29-Jul-94,101 min,6.9/10,80%,56/100,56,6.9,397658,tt0110475,119938730,23117068,2360,Medium,7,148.4,303.363,47256489.89,tt0110475
Double Jeopardy,1999,R,24-Sep-99,105 min,6.5/10,28%,40/100,40,6.5,90247,tt0150377,116741558,23162542,2547,Low,9,167.9,303.363,41850257.47,tt0150377
Alvin and the Chipmunks: Chipwrecked,2011,G,16-Dec-11,87 min,4.3/10,12%,24/100,24,4.3,36937,tt1615918,133110742,23244744,3723,Low,12,225.672,303.363,31247098.77,tt1615918
Pineapple Express,2008,R,6-Aug-08,111 min,6.9/10,?,64/100,64,6.9,347078,tt0910936,87341380,23245025,3072,Medium,8,219.086,303.363,32186814.85,tt0910936
The Polar Express,2004,G,10-Nov-04,100 min,6.6/10,56%,61/100,61,6.6,221757,tt0338348,189528738,23323463,3650,Medium,11,191,303.363,37044375.42,tt0338348
Face/Off,1997,R,27-Jun-97,138 min,7.3/10,92%,82/100,82,7.3,386281,tt0119094,112276146,23387530,2621,High,6,160.3,303.363,44260207.51,tt0119094
Save the Last Dance,2001,PG-13,12-Jan-01,112 min,6.2/10,?,53/100,53,6.2,63827,tt0206275,91057006,23444930,2230,Medium,1,175.1,303.363,40618642.49,tt0206275
Mary Poppins Returns,2018,PG,19-Dec-18,130 min,6.7/10,80%,66/100,66,6.7,90994,tt5028340,171958438,23523121,4090,Medium,12,251.233,303.363,28404089.26,tt5028340
Open Season,2006,PG,29-Sep-06,86 min,6.1/10,49%,49/100,49,6.1,100458,tt0400717,85105259,23624548,3833,Low,9,202.9,303.363,35321901.21,tt0400717
Fury,2014,R,17-Oct-14,134 min,7.5/10,76%,64/100,64,7.5,509542,tt2713180,85817906,23702421,3173,Medium,10,237.433,303.363,30284069.79,tt2713180
The Fugitive,1993,PG-13,6-Aug-93,130 min,7.8/10,96%,87/100,87,7.8,302646,tt0106977,183875760,23758855,2340,High,8,144.8,303.363,49775949.79,tt0106977
Rise of the Guardians,2012,PG,21-Nov-12,97 min,7.2/10,74%,58/100,58,7.2,181701,tt1446192,103412758,23773465,3653,Medium,11,230.221,303.363,31326376.23,tt1446192
How to Lose a Guy in 10 Days,2003,PG-13,7-Feb-03,116 min,6.4/10,42%,45/100,45,6.4,249833,tt0251127,105813373,23774850,2923,Low,2,183.1,303.363,39390550.63,tt0251127
The Town,2010,R,17-Sep-10,125 min,7.5/10,92%,74/100,74,7.5,400276,tt0840361,92186262,23808032,2861,Medium,9,218.439,303.363,33064040.82,tt0840361
Bad Moms,2016,R,29-Jul-16,100 min,6.2/10,58%,60/100,60,6.2,129313,tt4651520,113257297,23817340,3215,Medium,7,240.628,303.363,30026845.23,tt4651520
Fahrenheit 9/11,2004,R,25-Jun-04,122 min,7.5/10,82%,67/100,67,7.5,130721,tt0361596,119194771,23920637,868,Medium,6,189.7,303.363,38253221.94,tt0361596
Monster-in-Law,2005,PG-13,13-May-05,101 min,5.5/10,18%,31/100,31,5.5,63271,tt0369735,82931301,24000000,3424,Low,5,194.4,303.363,37452222.22,tt0369735
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,PG,10-Dec-10,113 min,6.3/10,50%,53/100,53,6.3,158639,tt0980970,104386950,24005069,3555,Medium,12,219.179,303.363,33225125.34,tt0980970
Arrival,2016,PG-13,11-Nov-16,116 min,7.9/10,94%,81/100,81,7.9,715635,tt2543164,100546139,24074047,2317,High,11,241.353,303.363,30259309.48,tt2543164
21,2008,PG-13,28-Mar-08,123 min,6.8/10,36%,48/100,48,6.8,257753,tt0478087,81159365,24105943,2648,Low,3,213.528,303.363,34247738.87,tt0478087
Con Air,1997,R,6-Jun-97,115 min,6.9/10,58%,52/100,52,6.9,307243,tt0118880,101117573,24131738,2824,Medium,6,160.3,303.363,45668599.09,tt0118880
The Addams Family,1991,PG-13,22-Nov-91,99 min,6.9/10,67%,57/100,57,6.9,170494,tt0101272,113502426,24203754,2411,Medium,11,137.8,303.363,53283914.55,tt0101272
Me^ Myself & Irene,2000,R,23-Jun-00,116 min,6.6/10,48%,49/100,49,6.6,242928,tt0183505,90570999,24209385,3019,Low,6,172.4,303.363,42599951.63,tt0183505
The Last Samurai,2003,R,5-Dec-03,154 min,7.8/10,66%,55/100,55,7.8,449594,tt0325710,111127263,24271354,2908,Medium,12,184.3,303.363,39951333.5,tt0325710
Failure to Launch,2006,PG-13,10-Mar-06,97 min,5.6/10,23%,47/100,47,5.6,82877,tt0427229,88715192,24411322,3057,Low,3,199.8,303.363,37064523.9,tt0427229
Mean Girls,2004,PG-13,30-Apr-04,97 min,7.1/10,84%,66/100,66,7.1,396683,tt0377092,86058055,24432195,2839,Medium,4,188,303.363,39424595.59,tt0377092
Forrest Gump,1994,PG-13,6-Jul-94,142 min,8.8/10,71%,82/100,82,8.8,2128601,tt0109830,330455270,24450602,1595,High,7,148.4,303.363,49982533.52,tt0109830
Crocodile Dundee II,1988,PG,25-May-88,108 min,5.7/10,9%,41/100,41,5.7,58887,tt0092493,109306210,24462976,2837,Low,5,117.5,303.363,63158823.73,tt0092493
The Emoji Movie,2017,PG,28-Jul-17,86 min,3.4/10,6%,12/100,12,3.4,67009,tt4877122,86089513,24531923,4075,Low,7,244.786,303.363,30402383.13,tt4877122
Eraser,1996,R,21-Jun-96,115 min,6.2/10,42%,56/100,56,6.2,114362,tt0116213,101295562,24566446,2410,Medium,6,156.7,303.363,47559353.91,tt0116213
Christopher Robin,2018,PG,3-Aug-18,104 min,7.2/10,72%,60/100,60,7.2,80658,tt4575576,99215042,24585139,3602,Medium,8,252.146,303.363,29578980.12,tt4575576
Flightplan,2005,PG-13,23-Sep-05,98 min,6.3/10,37%,53/100,53,6.3,166134,tt0408790,89707299,24629938,3424,Medium,9,198.8,303.363,37584566.81,tt0408790
The Butler,2013,PG-13,16-Aug-13,132 min,7.2/10,71%,65/100,65,7.2,117278,tt1327773,116632095,24637312,2933,Medium,8,233.877,303.363,31957177.83,tt1327773
Congo,1995,PG-13,9-Jun-95,109 min,5.3/10,20%,22/100,22,5.3,47005,tt0112715,81022101,24642539,2649,Low,6,152.5,303.363,49020554.48,tt0112715
Collateral,2004,R,6-Aug-04,120 min,7.5/10,86%,71/100,71,7.5,414920,tt0369339,101005703,24701458,3188,Medium,8,189.5,303.363,39543579.96,tt0369339
The Accountant,2016,R,14-Oct-16,128 min,7.3/10,52%,51/100,51,7.3,303592,tt2140479,86260045,24710273,3332,Medium,10,241.729,303.363,31010687.79,tt2140479
Taken,2008,PG-13,30-Jan-09,90 min,7.8/10,59%,51/100,51,7.8,612853,tt0936501,145000989,24717037,3183,Medium,1,211.08,303.363,35523187.87,tt0936501
The Other Woman,2014,PG-13,25-Apr-14,109 min,6.0/10,26%,39/100,39,6,144620,tt2203939,83911193,24763752,3205,Low,4,237.072,303.363,31688289.2,tt2203939
True Grit,2010,PG-13,22-Dec-10,110 min,7.6/10,95%,80/100,80,7.6,345705,tt1403865,171243005,24830443,3047,High,12,219.179,303.363,34367515.5,tt1403865
Flight,2012,R,2-Nov-12,138 min,7.3/10,77%,76/100,76,7.3,361318,tt1907668,93772375,24900566,1884,High,11,230.221,303.363,32811561.08,tt1907668
Peter Rabbit,2018,PG,9-Feb-18,95 min,6.6/10,63%,51/100,51,6.6,45075,tt5117670,115253424,25010928,3725,Medium,2,248.991,303.363,30472547.81,tt5117670
Vanilla Sky,2001,R,14-Dec-01,136 min,6.9/10,43%,45/100,45,6.9,275260,tt0259711,100618344,25015518,2742,Low,12,176.7,303.363,42947269.88,tt0259711
Dr. Dolittle 2,2001,PG,22-Jun-01,87 min,4.7/10,42%,49/100,49,4.7,46073,tt0240462,112952899,25037039,3049,Low,6,178,303.363,42670287.99,tt0240462
The Rock,1996,R,7-Jun-96,136 min,7.4/10,67%,58/100,58,7.4,345674,tt0117500,134069511,25069525,2392,Medium,6,156.7,303.363,48533288.53,tt0117500
Master and Commander: The Far Side of the World,2003,PG-13,14-Nov-03,138 min,7.4/10,85%,81/100,81,7.4,227617,tt0311113,93927920,25105990,3101,High,11,184.5,303.363,41280370.97,tt0311113
Meet the Robinsons,2007,G,30-Mar-07,95 min,6.8/10,67%,61/100,61,6.8,104758,tt0396555,97822171,25123781,3413,Medium,3,205.352,303.363,37114932.29,tt0396555
Tomorrow Never Dies,1997,PG-13,19-Dec-97,119 min,6.5/10,57%,52/100,52,6.5,198743,tt0120347,125304276,25143007,2807,Medium,12,161.3,303.363,47287402.56,tt0120347
Date Night,2010,PG-13,9-Apr-10,88 min,6.3/10,66%,56/100,56,6.3,166327,tt1279935,98711404,25207599,3374,Medium,4,218.009,303.363,35076775.98,tt1279935
Patch Adams,1998,PG-13,25-Dec-98,115 min,6.8/10,21%,25/100,25,6.8,117234,tt0129290,135026902,25262280,2712,Low,12,163.9,303.363,46758029.58,tt0129290
Public Enemies,2009,R,1-Jul-09,140 min,7.0/10,68%,70/100,70,7,308971,tt1152836,97104620,25271675,3334,Medium,7,215.351,303.363,35599979.3,tt1152836
Gone in 60 Seconds,2000,PG-13,9-Jun-00,118 min,6.5/10,?,35/100,35,6.5,285024,tt0187078,101648571,25336048,3006,Low,6,172.4,303.363,44582479.87,tt0187078
Indiana Jones and the Temple of Doom,1984,PG,23-May-84,118 min,7.5/10,76%,57/100,57,7.5,501944,tt0087469,179870271,25337110,1687,Medium,5,103.4,303.363,74335993.24,tt0087469
Apollo 13,1995,PG,30-Jun-95,140 min,7.7/10,96%,77/100,77,7.7,302005,tt0112384,173837933,25353380,2197,High,6,152.5,303.363,50434606.01,tt0112384
Gnomeo & Juliet,2011,G,11-Feb-11,84 min,5.9/10,55%,53/100,53,5.9,57270,tt0377981,99967670,25356909,2994,Medium,2,221.309,303.363,34758405.6,tt0377981
Teenage Mutant Ninja Turtles,1990,PG,30-Mar-90,93 min,6.7/10,41%,51/100,51,6.7,97024,tt0100758,135384756,25398367,2006,Medium,3,128.7,303.363,59867325.63,tt0100758
The Firm,1993,R,30-Jun-93,154 min,6.8/10,76%,58/100,58,6.8,139848,tt0106918,158348367,25400000,2393,Medium,6,144.4,303.363,53361635.73,tt0106918
The Nutty Professor,1996,PG-13,28-Jun-96,95 min,5.7/10,64%,62/100,62,5.7,120002,tt0117218,128814019,25411725,2115,Medium,6,156.7,303.363,49195769.82,tt0117218
Penguins of Madagascar,2014,PG,26-Nov-14,92 min,6.6/10,74%,53/100,53,6.6,95278,tt1911658,83850911,25447444,3764,Medium,11,236.151,303.363,32690155.68,tt1911658
Total Recall,1990,R,1-Jun-90,113 min,7.5/10,83%,60/100,60,7.5,339330,tt0100802,119412921,25533700,2060,Medium,6,129.9,303.363,59630329.74,tt0100802
Robin Hood: Prince of Thieves,1991,PG-13,14-Jun-91,143 min,6.9/10,51%,51/100,51,6.9,199085,tt0102798,165493908,25625602,2369,Medium,6,136,303.363,57160731.61,tt0102798
Big Mommas House,2000,PG-13,2-Jun-00,99 min,5.2/10,30%,33/100,33,5.2,87720,tt0208003,117559438,25661041,2802,Low,6,172.4,303.363,45154352.56,tt0208003
Captain Phillips,2013,PG-13,11-Oct-13,134 min,7.8/10,93%,82/100,82,7.8,471238,tt1535109,107100855,25718314,3020,High,10,233.546,303.363,33406630.34,tt1535109
Rocketman,2019,R,31-May-19,121 min,7.3/10,?,69/100,69,7.3,181503,tt2066051,96368160,25725722,3610,Medium,5,256.092,303.363,30474330.33,tt2066051
Tropic Thunder,2008,R,13-Aug-08,107 min,7.1/10,82%,71/100,71,7.1,427970,tt0942385,110515313,25812796,3319,Medium,8,219.086,303.363,35742344.25,tt0942385
True Lies,1994,R,15-Jul-94,141 min,7.3/10,70%,63/100,63,7.3,267585,tt0111503,146282411,25869770,2368,Medium,7,148.4,303.363,52883632.32,tt0111503
The Help,2011,PG-13,10-Aug-11,146 min,8.1/10,76%,62/100,62,8.1,471012,tt1454029,169708112,26044590,2534,Medium,8,226.545,303.363,34875918.5,tt1454029
GoldenEye,1995,PG-13,17-Nov-95,130 min,7.2/10,80%,65/100,65,7.2,262100,tt0113189,106429941,26205007,2667,Medium,11,153.6,303.363,51755400.64,tt0113189
Bolt,2008,PG,21-Nov-08,96 min,6.8/10,90%,67/100,67,6.8,218195,tt0397892,114053579,26223128,3651,Medium,11,212.425,303.363,37449108.06,tt0397892
Anchorman 2: The Legend Continues,2013,PG-13,18-Dec-13,119 min,6.3/10,75%,61/100,61,6.3,186365,tt1229340,127352707,26232425,3507,Medium,12,233.049,303.363,34147098.44,tt1229340
Bridesmaids,2011,R,13-May-11,125 min,6.8/10,89%,75/100,75,6.8,298470,tt1478338,169106725,26247410,2918,Medium,5,225.964,303.363,35237883.2,tt1478338
Beverly Hills Cop II,1987,R,20-May-87,100 min,6.5/10,46%,48/100,48,6.5,124032,tt0092644,153665036,26348555,2326,Low,5,113.1,303.363,70673533.96,tt0092644
Dont Breathe,2016,R,26-Aug-16,88 min,7.1/10,88%,71/100,71,7.1,284037,tt4160708,89217875,26411706,3051,Medium,8,240.849,303.363,33267044.36,tt4160708
Were the Millers,2013,R,7-Aug-13,110 min,7.0/10,48%,44/100,44,7,460152,tt1723121,150394119,26419396,3260,Low,8,233.877,303.363,34268727.7,tt1723121
Borat,2006,R,3-Nov-06,84 min,7.3/10,?,89/100,89,7.3,421094,tt0443453,128505958,26455463,837,High,11,201.5,303.363,39829323.19,tt0443453
Crazy Rich Asians,2018,PG-13,15-Aug-18,120 min,6.9/10,91%,74/100,74,6.9,179556,tt3104988,174837452,26510140,3384,Medium,8,252.146,303.363,31894995.76,tt3104988
The Pursuit of Happyness,2006,PG-13,15-Dec-06,117 min,8.0/10,67%,64/100,64,8,528592,tt0454921,163566459,26541709,2852,Medium,12,201.8,303.363,39899764.46,tt0454921
Spy Kids,2001,PG,30-Mar-01,88 min,5.6/10,93%,71/100,71,5.6,121073,tt0227538,112719001,26546881,3104,Medium,3,176.2,303.363,45705683.66,tt0227538
The Campaign,2012,R,10-Aug-12,85 min,6.1/10,66%,50/100,50,6.1,133778,tt1790886,86907746,26588460,3205,Low,8,230.379,303.363,35011676.37,tt1790886
The Sixth Sense,1999,PG-13,6-Aug-99,107 min,8.2/10,86%,64/100,64,8.2,1008590,tt0167404,293506292,26681262,2161,Medium,8,167.1,303.363,48438705.47,tt0167404
Flubber,1997,PG,26-Nov-97,93 min,5.3/10,23%,37/100,37,5.3,91669,tt0119137,92977226,26725207,2641,Low,11,161.5,303.363,50200860.5,tt0119137
Knives Out,2019,PG-13,27-Nov-19,130 min,7.9/10,?,82/100,82,7.9,723832,tt8946378,165363234,26769548,3461,High,11,257.208,303.363,31573241.85,tt8946378
The Curious Case of Benjamin Button,2008,PG-13,25-Dec-08,166 min,7.8/10,71%,70/100,70,7.8,665929,tt0421715,127509326,26853816,2988,Medium,12,210.228,303.363,38750566.92,tt0421715
